CMDLINE python test.py cpp_out.txt
MEM 6.957031 1676501633.6560
MEM 25.503906 1676501633.7564
MEM 52.730469 1676501633.8567
MEM 64.433594 1676501633.9570
MEM 68.046875 1676501634.0573
MEM 72.335938 1676501634.1577
MEM 74.046875 1676501634.2580
MEM 85.125000 1676501634.3583
MEM 99.757812 1676501634.4586
MEM 102.484375 1676501634.5590
MEM 102.484375 1676501634.6594
MEM 102.484375 1676501634.7598
MEM 102.484375 1676501634.8601
MEM 102.484375 1676501634.9605
MEM 102.484375 1676501635.0608
MEM 102.484375 1676501635.1611
MEM 102.484375 1676501635.2615
MEM 102.484375 1676501635.3618
MEM 102.484375 1676501635.4621
MEM 102.484375 1676501635.5625
MEM 102.484375 1676501635.6628
MEM 102.484375 1676501635.7631
MEM 102.484375 1676501635.8636
MEM 102.484375 1676501635.9639
MEM 102.484375 1676501636.0647
MEM 102.484375 1676501636.1650
MEM 102.484375 1676501636.2654
MEM 102.484375 1676501636.3660
MEM 102.484375 1676501636.4663
MEM 102.484375 1676501636.5667
MEM 102.484375 1676501636.6670
MEM 102.484375 1676501636.7674
MEM 102.484375 1676501636.8678
MEM 102.484375 1676501636.9681
MEM 102.484375 1676501637.0685
MEM 102.484375 1676501637.1688
MEM 102.484375 1676501637.2691
MEM 102.484375 1676501637.3695
MEM 102.484375 1676501637.4701
MEM 102.484375 1676501637.5705
MEM 102.484375 1676501637.6708
MEM 102.484375 1676501637.7712
MEM 102.484375 1676501637.8716
MEM 102.484375 1676501637.9722
MEM 102.484375 1676501638.0725
MEM 102.484375 1676501638.1729
MEM 102.484375 1676501638.2732
MEM 102.484375 1676501638.3736
MEM 102.484375 1676501638.4739
MEM 102.484375 1676501638.5746
MEM 102.484375 1676501638.6750
MEM 102.484375 1676501638.7762
MEM 102.484375 1676501638.8765
MEM 102.484375 1676501638.9768
MEM 102.484375 1676501639.0772
MEM 102.484375 1676501639.1781
MEM 102.484375 1676501639.2784
MEM 102.484375 1676501639.3787
MEM 102.484375 1676501639.4791
MEM 102.484375 1676501639.5795
MEM 102.484375 1676501639.6798
MEM 102.484375 1676501639.7802
MEM 102.484375 1676501639.8805
MEM 102.484375 1676501639.9809
MEM 102.484375 1676501640.0812
MEM 102.484375 1676501640.1823
MEM 102.484375 1676501640.2826
MEM 102.484375 1676501640.3829
MEM 102.484375 1676501640.4832
MEM 102.484375 1676501640.5837
MEM 102.484375 1676501640.6840
MEM 102.484375 1676501640.7844
MEM 102.484375 1676501640.8847
MEM 102.484375 1676501640.9851
MEM 102.484375 1676501641.0856
MEM 102.484375 1676501641.1861
MEM 102.484375 1676501641.2866
MEM 102.484375 1676501641.3871
MEM 102.484375 1676501641.4877
MEM 102.484375 1676501641.5881
MEM 102.484375 1676501641.6890
MEM 102.484375 1676501641.7894
MEM 102.484375 1676501641.8897
MEM 102.484375 1676501641.9901
MEM 102.484375 1676501642.0905
MEM 102.484375 1676501642.1908
MEM 102.484375 1676501642.2911
MEM 102.484375 1676501642.3915
MEM 102.484375 1676501642.4918
MEM 102.484375 1676501642.5921
MEM 102.484375 1676501642.6925
MEM 102.484375 1676501642.7928
MEM 102.484375 1676501642.8932
MEM 102.484375 1676501642.9935
MEM 102.484375 1676501643.0939
MEM 102.484375 1676501643.1942
MEM 102.484375 1676501643.2946
MEM 102.484375 1676501643.3949
MEM 102.484375 1676501643.4953
MEM 102.484375 1676501643.5957
MEM 102.484375 1676501643.6960
MEM 102.484375 1676501643.7963
MEM 102.484375 1676501643.8974
MEM 102.484375 1676501643.9977
MEM 102.484375 1676501644.0985
