CMDLINE python test.py cpp_out.txt
MEM 6.863281 1676501823.8366
MEM 38.652344 1676501823.9371
MEM 63.156250 1676501824.0374
MEM 70.210938 1676501824.1377
MEM 76.136719 1676501824.2380
MEM 78.695312 1676501824.3384
MEM 85.023438 1676501824.4387
MEM 98.707031 1676501824.5390
MEM 107.730469 1676501824.6393
MEM 108.039062 1676501824.7399
MEM 108.039062 1676501824.8403
MEM 108.039062 1676501824.9406
MEM 108.039062 1676501825.0410
MEM 108.039062 1676501825.1413
MEM 108.039062 1676501825.2417
MEM 108.039062 1676501825.3420
MEM 108.039062 1676501825.4424
MEM 108.039062 1676501825.5427
MEM 108.039062 1676501825.6430
MEM 108.039062 1676501825.7434
MEM 108.039062 1676501825.8437
MEM 108.039062 1676501825.9441
MEM 108.039062 1676501826.0445
MEM 108.039062 1676501826.1448
MEM 108.039062 1676501826.2452
MEM 108.039062 1676501826.3455
MEM 108.039062 1676501826.4461
MEM 108.039062 1676501826.5470
MEM 108.039062 1676501826.6474
MEM 108.039062 1676501826.7477
MEM 108.039062 1676501826.8484
MEM 108.039062 1676501826.9488
MEM 108.039062 1676501827.0491
MEM 108.039062 1676501827.1496
MEM 108.039062 1676501827.2500
MEM 108.039062 1676501827.3503
MEM 108.039062 1676501827.4507
MEM 108.039062 1676501827.5514
MEM 108.039062 1676501827.6518
MEM 108.039062 1676501827.7521
MEM 108.039062 1676501827.8525
MEM 108.039062 1676501827.9528
MEM 108.039062 1676501828.0531
MEM 108.039062 1676501828.1535
MEM 108.039062 1676501828.2538
MEM 108.039062 1676501828.3542
MEM 108.039062 1676501828.4550
MEM 108.039062 1676501828.5554
MEM 108.039062 1676501828.6558
MEM 108.039062 1676501828.7561
MEM 108.039062 1676501828.8565
MEM 108.039062 1676501828.9573
MEM 108.039062 1676501829.0577
MEM 108.039062 1676501829.1581
MEM 108.039062 1676501829.2584
MEM 108.039062 1676501829.3588
MEM 108.039062 1676501829.4592
MEM 108.039062 1676501829.5596
MEM 108.039062 1676501829.6599
MEM 108.039062 1676501829.7602
MEM 108.039062 1676501829.8607
MEM 108.039062 1676501829.9610
MEM 108.039062 1676501830.0614
MEM 108.039062 1676501830.1617
MEM 108.039062 1676501830.2622
MEM 108.039062 1676501830.3626
MEM 108.039062 1676501830.4629
MEM 108.039062 1676501830.5633
MEM 108.039062 1676501830.6636
MEM 108.039062 1676501830.7640
MEM 108.039062 1676501830.8643
MEM 108.039062 1676501830.9648
MEM 108.039062 1676501831.0654
MEM 108.039062 1676501831.1660
MEM 108.039062 1676501831.2665
MEM 108.039062 1676501831.3669
MEM 108.039062 1676501831.4673
MEM 108.039062 1676501831.5676
MEM 108.039062 1676501831.6680
MEM 108.039062 1676501831.7685
MEM 108.039062 1676501831.8688
MEM 108.039062 1676501831.9692
MEM 108.039062 1676501832.0696
MEM 108.039062 1676501832.1699
MEM 108.039062 1676501832.2703
MEM 108.039062 1676501832.3706
MEM 108.039062 1676501832.4711
MEM 108.039062 1676501832.5715
MEM 108.039062 1676501832.6721
MEM 108.039062 1676501832.7724
MEM 108.039062 1676501832.8730
MEM 108.039062 1676501832.9734
MEM 108.039062 1676501833.0738
MEM 108.039062 1676501833.1742
MEM 108.039062 1676501833.2747
MEM 108.039062 1676501833.3750
MEM 108.039062 1676501833.4754
MEM 108.039062 1676501833.5758
MEM 108.039062 1676501833.6761
MEM 108.039062 1676501833.7765
MEM 108.039062 1676501833.8768
MEM 108.039062 1676501833.9771
MEM 108.039062 1676501834.0779
MEM 108.039062 1676501834.1782
MEM 108.039062 1676501834.2786
MEM 108.039062 1676501834.3789
MEM 108.039062 1676501834.4797
MEM 108.039062 1676501834.5801
MEM 108.039062 1676501834.6804
MEM 108.039062 1676501834.7808
MEM 108.039062 1676501834.8811
MEM 108.039062 1676501834.9815
MEM 108.039062 1676501835.0822
MEM 108.039062 1676501835.1825
MEM 108.039062 1676501835.2829
MEM 108.039062 1676501835.3832
MEM 108.039062 1676501835.4836
MEM 108.039062 1676501835.5839
MEM 108.039062 1676501835.6843
MEM 108.039062 1676501835.7846
MEM 108.039062 1676501835.8849
MEM 108.039062 1676501835.9853
MEM 108.039062 1676501836.0857
MEM 108.039062 1676501836.1860
MEM 108.039062 1676501836.2864
MEM 108.039062 1676501836.3867
MEM 108.039062 1676501836.4871
MEM 108.039062 1676501836.5875
MEM 108.039062 1676501836.6878
MEM 108.039062 1676501836.7882
MEM 108.039062 1676501836.8886
MEM 108.039062 1676501836.9890
MEM 108.039062 1676501837.0893
MEM 108.039062 1676501837.1897
MEM 108.039062 1676501837.2900
MEM 108.039062 1676501837.3904
MEM 108.039062 1676501837.4908
MEM 108.039062 1676501837.5911
MEM 108.039062 1676501837.6915
MEM 108.039062 1676501837.7918
MEM 108.039062 1676501837.8922
MEM 108.039062 1676501837.9925
MEM 108.039062 1676501838.0933
MEM 108.039062 1676501838.1936
MEM 108.039062 1676501838.2940
MEM 108.039062 1676501838.3943
MEM 108.039062 1676501838.4947
MEM 108.039062 1676501838.5954
MEM 108.039062 1676501838.6957
MEM 108.039062 1676501838.7961
MEM 108.039062 1676501838.8964
MEM 108.039062 1676501838.9968
MEM 108.039062 1676501839.0971
MEM 108.039062 1676501839.1978
MEM 108.039062 1676501839.2981
MEM 108.039062 1676501839.3989
MEM 108.039062 1676501839.4995
MEM 108.039062 1676501839.5999
MEM 108.039062 1676501839.7003
MEM 108.039062 1676501839.8007
MEM 108.039062 1676501839.9010
MEM 108.039062 1676501840.0013
MEM 108.039062 1676501840.1017
MEM 108.039062 1676501840.2020
MEM 108.039062 1676501840.3025
MEM 108.039062 1676501840.4028
MEM 108.039062 1676501840.5032
MEM 108.039062 1676501840.6036
MEM 108.039062 1676501840.7043
MEM 108.039062 1676501840.8047
MEM 108.039062 1676501840.9057
MEM 108.039062 1676501841.0065
MEM 108.039062 1676501841.1068
MEM 108.039062 1676501841.2072
MEM 108.039062 1676501841.3076
MEM 108.039062 1676501841.4080
MEM 108.039062 1676501841.5083
MEM 108.039062 1676501841.6087
MEM 108.039062 1676501841.7091
MEM 108.039062 1676501841.8095
MEM 108.039062 1676501841.9099
MEM 108.039062 1676501842.0102
MEM 108.039062 1676501842.1106
MEM 108.039062 1676501842.2110
MEM 108.039062 1676501842.3113
MEM 108.039062 1676501842.4116
MEM 108.039062 1676501842.5120
MEM 108.039062 1676501842.6123
MEM 108.039062 1676501842.7126
MEM 108.039062 1676501842.8130
MEM 108.039062 1676501842.9133
MEM 108.039062 1676501843.0137
MEM 108.039062 1676501843.1140
MEM 108.039062 1676501843.2143
MEM 108.039062 1676501843.3153
MEM 108.039062 1676501843.4157
MEM 108.039062 1676501843.5160
MEM 108.039062 1676501843.6163
MEM 108.039062 1676501843.7167
MEM 108.039062 1676501843.8170
MEM 108.039062 1676501843.9174
MEM 108.039062 1676501844.0177
MEM 108.039062 1676501844.1187
MEM 108.039062 1676501844.2191
MEM 108.039062 1676501844.3201
MEM 108.039062 1676501844.4205
MEM 108.039062 1676501844.5208
MEM 108.039062 1676501844.6211
MEM 108.039062 1676501844.7215
MEM 108.039062 1676501844.8219
MEM 108.039062 1676501844.9222
MEM 108.039062 1676501845.0225
MEM 108.039062 1676501845.1229
MEM 108.039062 1676501845.2232
MEM 108.039062 1676501845.3236
MEM 108.039062 1676501845.4240
MEM 108.039062 1676501845.5243
MEM 108.039062 1676501845.6247
MEM 108.039062 1676501845.7251
MEM 108.039062 1676501845.8255
MEM 108.039062 1676501845.9258
MEM 108.039062 1676501846.0261
MEM 108.039062 1676501846.1265
MEM 108.039062 1676501846.2268
MEM 108.039062 1676501846.3271
MEM 108.039062 1676501846.4275
MEM 108.039062 1676501846.5278
MEM 108.039062 1676501846.6282
MEM 108.039062 1676501846.7285
MEM 108.039062 1676501846.8289
MEM 108.039062 1676501846.9293
MEM 108.039062 1676501847.0296
MEM 108.039062 1676501847.1300
MEM 108.039062 1676501847.2304
MEM 108.039062 1676501847.3307
MEM 108.039062 1676501847.4312
MEM 108.039062 1676501847.5315
MEM 108.039062 1676501847.6319
MEM 108.039062 1676501847.7323
MEM 108.039062 1676501847.8326
MEM 108.039062 1676501847.9333
MEM 108.039062 1676501848.0337
MEM 108.039062 1676501848.1341
MEM 108.039062 1676501848.2344
MEM 108.039062 1676501848.3348
MEM 108.039062 1676501848.4351
MEM 108.039062 1676501848.5354
MEM 108.039062 1676501848.6358
MEM 108.039062 1676501848.7361
MEM 108.039062 1676501848.8365
MEM 108.039062 1676501848.9369
MEM 108.039062 1676501849.0372
MEM 108.039062 1676501849.1376
MEM 108.039062 1676501849.2379
MEM 108.039062 1676501849.3383
MEM 108.039062 1676501849.4390
MEM 108.039062 1676501849.5393
MEM 108.039062 1676501849.6396
MEM 108.039062 1676501849.7401
MEM 108.039062 1676501849.8404
MEM 108.039062 1676501849.9409
MEM 108.039062 1676501850.0412
MEM 108.039062 1676501850.1416
MEM 108.039062 1676501850.2419
MEM 108.039062 1676501850.3422
MEM 108.039062 1676501850.4426
MEM 108.039062 1676501850.5429
MEM 108.039062 1676501850.6432
MEM 108.039062 1676501850.7436
MEM 108.039062 1676501850.8439
MEM 108.039062 1676501850.9443
MEM 108.039062 1676501851.0446
MEM 108.039062 1676501851.1449
MEM 108.039062 1676501851.2453
MEM 108.039062 1676501851.3459
MEM 108.039062 1676501851.4463
MEM 108.039062 1676501851.5467
MEM 108.039062 1676501851.6471
