  .0169542101  .0339084201  .000851637695  2.26025548E-05
  .0339084201  .0508626302  .00114869508  2.97164343E-05
  .0508626302  .0678168403  .00116980757  2.86033109E-05
  .0678168403  .0847710503  .0010278954  2.65818081E-05
  .0847710503  .10172526  .000864321643  2.28121464E-05
  .10172526  .11867947  .000829454479  2.15809029E-05
  .11867947  .152587891  .00167713878  3.2516018E-05
  .152587891  .186496311  .00161871562  2.98173585E-05
  .186496311  .220404731  .0016683533  2.9745082E-05
  .220404731  .254313151  .00176191814  3.1887364E-05
  .254313151  .305175781  .00274789056  4.09308092E-05
  .305175781  .356038411  .0030875408  4.56490018E-05
  .356038411  .423855252  .00451311978  5.53488154E-05
  .423855252  .491672092  .00511891909  6.63167773E-05
  .491672092  .576443142  .00712435289  8.08353195E-05
  .576443142  .678168403  .00942879893  9.63938601E-05
  .678168403  .796847873  .011924542  .000113970762
  .796847873  .932481554  .015068156  .000132908142
  .932481554  1.08506944  .0188683785  .000157538432
  1.08506944  1.25461155  .022872486  .000184074707
  1.25461155  1.45806207  .030610198  .000224112071
  1.45806207  1.6784668  .036704967  .000255454895
  1.6784668  1.93277995  .0468935271  .000302569547
  1.93277995  2.23795573  .0628873324  .000373582233
  2.23795573  2.57703993  .0793429823  .000451626992
  2.57703993  2.96698676  .101859089  .000532095772
  2.96698676  3.42475043  .135537645  .000651091236
  3.42475043  3.95033095  .178410729  .000801979002
  3.95033095  4.5437283  .227371904  .000962354217
  4.5437283  5.23885091  .30454606  .00118651055
  5.23885091  6.03569878  .400727794  .00147051667
  6.03569878  6.95122613  .525340937  .00178541695
  6.95122613  8.00238715  .693309714  .00220551521
  8.00238715  9.20613607  .911102234  .00271483181
  9.20613607  10.5963813  1.20193506  .00331536188
  10.5963813  12.190077  1.58683325  .00409531245
  12.190077  14.0211317  2.11369078  .00510053125
  14.0211317  16.140408  2.79434462  .00627874194
  16.140408  18.56486  3.68553897  .00772331289
  18.56486  21.3623047  4.89026681  .00950675537
  21.3623047  24.5666504  6.42673089  .0117419575
  24.5666504  28.2626682  8.5358729  .0144966973
  28.2626682  32.5181749  11.3072469  .0178346515
  32.5181749  37.4009874  14.9116407  .0219439269
  37.4009874  43.0128309  19.6931576  .0271105811
  43.0128309  49.472385  26.0878952  .0334700118
  49.472385  56.898329  34.6368988  .0414989459
  56.898329  65.4432509  45.7005113  .0511391453
  65.4432509  75.2766927  60.4658645  .0628661986
  75.2766927  86.5681966  79.9069458  .0775550584
  86.5681966  99.5551215  105.553175  .0954630336
  99.5551215  114.491781  139.643779  .117876627
  114.491781  131.666395  184.816238  .145473715
