  .0169542101  .0339084201  .000679895582  1.87976349E-05
  .0339084201  .0508626302  .00100782952  2.57320786E-05
  .0508626302  .0678168403  .00111056534  2.7815454E-05
  .0678168403  .0847710503  .000992255987  2.58304899E-05
  .0847710503  .10172526  .000874490461  2.23148883E-05
  .10172526  .11867947  .000835531944  2.32937068E-05
  .11867947  .152587891  .00165959392  3.12358828E-05
  .152587891  .186496311  .00170310086  3.17545482E-05
  .186496311  .220404731  .00181163102  3.24647765E-05
  .220404731  .254313151  .00192087312  3.54153674E-05
  .254313151  .305175781  .0030165027  4.44539363E-05
  .305175781  .356038411  .00334804078  4.82212246E-05
  .356038411  .423855252  .00502513641  6.33079411E-05
  .423855252  .491672092  .00573782037  7.18643872E-05
  .491672092  .576443142  .00795184159  8.93812821E-05
  .576443142  .678168403  .0108417242  .0001102682
  .678168403  .796847873  .0144672851  .000138577037
  .796847873  .932481554  .0180130801  .000160284279
  .932481554  1.08506944  .0234515469  .000197387774
  1.08506944  1.25461155  .0291396975  .000231094264
  1.25461155  1.45806207  .0397163438  .000285052264
  1.45806207  1.6784668  .0478939768  .000333012594
  1.6784668  1.93277995  .0619519254  .000394242293
  1.93277995  2.23795573  .0853566189  .000504891643
  2.23795573  2.57703993  .107468987  .000601160026
  2.57703993  2.96698676  .140740091  .000736356801
  2.96698676  3.42475043  .185597611  .000890749202
  3.42475043  3.95033095  .241543663  .00109158553
  3.95033095  4.5437283  .313307127  .00130753603
  4.5437283  5.23885091  .418481595  .00162543911
  5.23885091  6.03569878  .545778664  .00198776428
  6.03569878  6.95122613  .71248715  .00243955086
  6.95122613  8.00238715  .934622022  .00296167714
  8.00238715  9.20613607  1.2331115  .00364762096
  9.20613607  10.5963813  1.62888902  .0044860152
  10.5963813  12.190077  2.14800675  .00551697795
  12.190077  14.0211317  2.84214759  .00683111621
  14.0211317  16.140408  3.76000509  .00840029965
  16.140408  18.56486  4.94944311  .010325418
  18.56486  21.3623047  6.57402308  .0127368779
  21.3623047  24.5666504  8.67230464  .0157479864
  24.5666504  28.2626682  11.512539  .0195235462
  28.2626682  32.5181749  15.2103195  .0239347234
  32.5181749  37.4009874  20.0353311  .0294532477
  37.4009874  43.0128309  26.436388  .0361487818
  43.0128309  49.472385  35.0594513  .0447913055
  49.472385  56.898329  46.3829641  .0552732748
  56.898329  65.4432509  61.2418165  .0681783654
  65.4432509  75.2766927  81.0638238  .0839138749
  75.2766927  86.5681966  107.245984  .103719042
  86.5681966  99.5551215  141.81105  .127688594
  99.5551215  114.491781  187.680847  .157657113
  114.491781  131.666395  247.811852  .194125199
